Handle,Title,Option1 Name,Option1 Value,SKU,Barcode,Price,CompareAtPrice,Cost,Status,Vendor,ProductType,InventoryQuantity
accessories-components,Accessories & Components,,,hmh00961,,55.0,,,ACTIVE,H Moon Hydro,grouped,0
accessories-components,Accessories & Components,,,hmh00962,,129.0,,,ACTIVE,H Moon Hydro,grouped,0
green-air-genesis-calibration-solutions,Green Air Genesis Calibration Solutions,,,hmh00967,,8.75,,,ACTIVE,H Moon Hydro,grouped,0
green-air-genesis-calibration-solutions,Green Air Genesis Calibration Solutions,,,hmh00966,,17.5,,,ACTIVE,H Moon Hydro,grouped,0
green-air-genesis-calibration-solutions,Green Air Genesis Calibration Solutions,,,hmh00968,,12.5,,,ACTIVE,H Moon Hydro,grouped,0
green-air-genesis-calibration-solutions,Green Air Genesis Calibration Solutions,,,hmh00969,,12.5,,,ACTIVE,H Moon Hydro,grouped,0
green-air-genesis-calibration-solutions,Green Air Genesis Calibration Solutions,,,hmh00970,,8.75,,,ACTIVE,H Moon Hydro,grouped,0
green-air-genesis-calibration-solutions,Green Air Genesis Calibration Solutions,,,hmh00971,,12.5,,,ACTIVE,H Moon Hydro,grouped,0
tds-3-handheld-meter-with-carrying-case,TDS-3 Handheld Meter With Carrying Case,,,hmh00972,,39.95,,,ACTIVE,H Moon Hydro,grouped,0
tds-3-handheld-meter-with-carrying-case,TDS-3 Handheld Meter With Carrying Case,,,hmh00997,,8.95,,,ACTIVE,H Moon Hydro,grouped,0
com-100-waterproof-ec-tds-temp-combo-meter,COM-100: Waterproof EC / TDS / Temp Combo Meter,,,hmh00973,,74.95,,,ACTIVE,H Moon Hydro,grouped,0
ph-200-waterproof-ph-meter,PH-200: Waterproof pH Meter,,,hmh00974,,99.0,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00979,,7.54,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00980,,11.39,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00981,,26.9,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00982,,10.76,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00984,,64.5,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00985,,7.91,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00986,,11.39,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00987,,28.39,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00988,,10.76,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00989,,8.66,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00990,,22.69,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00991,,7.96,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00992,,22.69,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00993,,8.66,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00995,,7.96,,,ACTIVE,H Moon Hydro,grouped,0
ph-calibration-solutions,PH / Calibration Solutions,,,hmh00996,,10.76,,,ACTIVE,H Moon Hydro,grouped,0
control-wizard-accurate-ph3,Control Wizard Accurate pH3,,,hmh00977,,64.95,,,ACTIVE,H Moon Hydro,grouped,0
control-wizard-accurate-ph3,Control Wizard Accurate pH3,,,hmh00978,,34.95,,,ACTIVE,H Moon Hydro,grouped,0
philips-lighting,Philips Lighting,,,hmh00854,,89.95,,,ACTIVE,H Moon Hydro,grouped,0
philips-lighting,Philips Lighting,,,hmh00855,,99.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-pulse-start-metal-halide-lamps,Plantmax Pulse Start Metal Halide Lamps,,,hmh00856,,59.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-pulse-start-metal-halide-lamps,Plantmax Pulse Start Metal Halide Lamps,,,hmh00858,,59.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-pulse-start-metal-halide-lamps,Plantmax Pulse Start Metal Halide Lamps,,,hmh01728,,59.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-pulse-start-metal-halide-lamps,Plantmax Pulse Start Metal Halide Lamps,,,hmh00860,,79.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-pulse-start-metal-halide-lamps,Plantmax Pulse Start Metal Halide Lamps,,,hmh01726,,79.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-pulse-start-metal-halide-lamps,Plantmax Pulse Start Metal Halide Lamps,,,hmh01727,,79.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-pulse-start-metal-halide-lamps,Plantmax Pulse Start Metal Halide Lamps,,,hmh00864,,99.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-pulse-start-metal-halide-lamps,Plantmax Pulse Start Metal Halide Lamps,,,hmh00863,,99.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-pulse-start-metal-halide-lamps,Plantmax Pulse Start Metal Halide Lamps,,,hmh00862,,99.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-pulse-start-metal-halide-lamps,Plantmax Pulse Start Metal Halide Lamps,,,hmh00861,,79.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-pulse-start-metal-halide-lamps,Plantmax Pulse Start Metal Halide Lamps,,,hmh00859,,79.95,,,ACTIVE,H Moon Hydro,grouped,0
badboy-ho-triphosphor-lamps,BADBOY HO Triphosphor Lamps,,,hmh01709,,15.95,,,ACTIVE,H Moon Hydro,grouped,0
badboy-ho-triphosphor-lamps,BADBOY HO Triphosphor Lamps,,,hmh01730,,15.95,,,ACTIVE,H Moon Hydro,grouped,0
badboy-ho-triphosphor-lamps,BADBOY HO Triphosphor Lamps,,,hmh01731,,96.0,,,ACTIVE,H Moon Hydro,grouped,0
badboy-ho-triphosphor-lamps,BADBOY HO Triphosphor Lamps,,,hmh00524,,15.98,16.99,,ACTIVE,H Moon Hydro,grouped,0
plantmax-super-high-pressure-sodium,Plantmax SUPER High Pressure Sodium,,,hmh01123,,19.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-super-high-pressure-sodium,Plantmax SUPER High Pressure Sodium,,,hmh00870,,29.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-super-high-pressure-sodium,Plantmax SUPER High Pressure Sodium,,,hmh00871,,29.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-super-high-pressure-sodium,Plantmax SUPER High Pressure Sodium,,,hmh00872,,39.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-super-high-pressure-sodium,Plantmax SUPER High Pressure Sodium,,,hmh00873,,79.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-super-high-pressure-sodium,Plantmax SUPER High Pressure Sodium,,,hmh01124,,79.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-hps-conversion-mh-ballast,Plantmax HPS Conversion (MH Ballast),,,hmh00875,,39.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-hps-conversion-mh-ballast,Plantmax HPS Conversion (MH Ballast),,,hmh00876,,39.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-hps-conversion-mh-ballast,Plantmax HPS Conversion (MH Ballast),,,hmh01125,,39.95,89.95,,ACTIVE,H Moon Hydro,grouped,0
plantmax-mh-conversion-hps-ballast,Plantmax MH Conversion (HPS Ballast),,,hmh01188,,39.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-mh-conversion-hps-ballast,Plantmax MH Conversion (HPS Ballast),,,hmh00877,,39.95,,,ACTIVE,H Moon Hydro,grouped,0
plantmax-mh-conversion-hps-ballast,Plantmax MH Conversion (HPS Ballast),,,hmh00878,,39.95,89.95,,ACTIVE,H Moon Hydro,grouped,0
plantmax-mh-conversion-hps-ballast,Plantmax MH Conversion (HPS Ballast),,,hmh00879,,39.95,89.95,,ACTIVE,H Moon Hydro,grouped,0
vegetative-hps-ballast,VEGETATIVE - HPS Ballast,,,hmh00887,,39.0,115.95,,ACTIVE,H Moon Hydro,grouped,0
vegetative-hps-ballast,VEGETATIVE - HPS Ballast,,,hmh00888,,129.95,,,ACTIVE,H Moon Hydro,grouped,0
vegetative-hps-ballast,VEGETATIVE - HPS Ballast,,,hmh00889,,135.95,,,ACTIVE,H Moon Hydro,grouped,0
vegetative-mh-ballast,VEGETATIVE - MH Ballast,,,hmh00890,,115.95,,,ACTIVE,H Moon Hydro,grouped,0
vegetative-mh-ballast,VEGETATIVE - MH Ballast,,,hmh00891,,123.95,,,ACTIVE,H Moon Hydro,grouped,0
all-phase-high-output-metal-halide-horticultural-lamp,ALL PHASE High Output Metal Halide Horticultural Lamp,,,hmh00892,,39.0,105.95,,ACTIVE,H Moon Hydro,grouped,0
light-rail-5,Light Rail 5,,,hmh00894,,499.95,,,ACTIVE,H Moon Hydro,grouped,0
light-rail-5,Light Rail 5,,,hmh00895,,4.95,,,ACTIVE,H Moon Hydro,grouped,0
light-rail-5,Light Rail 5,,,hmh00896,,71.98,,,ACTIVE,H Moon Hydro,grouped,0
light-rail-accessories,Light Rail Accessories,,,hmh00901,,25.95,,,ACTIVE,H Moon Hydro,grouped,0
light-rail-accessories,Light Rail Accessories,,,hmh00903,,31.95,,,ACTIVE,H Moon Hydro,grouped,0
light-rail-accessories,Light Rail Accessories,,,hmh00902,,31.95,,,ACTIVE,H Moon Hydro,grouped,0
light-rail-accessories,Light Rail Accessories,,,hmh00906,,4.0,,,ACTIVE,H Moon Hydro,grouped,0
light-rail-accessories,Light Rail Accessories,,,hmh00907,,4.5,,,ACTIVE,H Moon Hydro,grouped,0
light-rail-accessories,Light Rail Accessories,,,hmh00910,,23.95,,,ACTIVE,H Moon Hydro,grouped,0
light-rail-accessories,Light Rail Accessories,,,hmh00909,,23.95,,,ACTIVE,H Moon Hydro,grouped,0
grommets,Grommets,,,hmh00822,,17.0,,,ACTIVE,H Moon Hydro,grouped,0
grommets,Grommets,,,hmh00823,,19.0,,,ACTIVE,H Moon Hydro,grouped,0
grommets,Grommets,,,hmh00824,,22.0,,,ACTIVE,H Moon Hydro,grouped,0
1-2-barb-connectors,"1/2"" Barb Connectors",,,hmh00829,,27.5,,,ACTIVE,H Moon Hydro,grouped,0
1-2-barb-connectors,"1/2"" Barb Connectors",,,hmh00828,,27.5,,,ACTIVE,H Moon Hydro,grouped,0
1-2-barb-connectors,"1/2"" Barb Connectors",,,hmh00827,,31.5,,,ACTIVE,H Moon Hydro,grouped,0
1-2-barb-connectors,"1/2"" Barb Connectors",,,hmh00830,,47.2,,,ACTIVE,H Moon Hydro,grouped,0
the-bucket-basket,The Bucket Basket,,,hmh00831,,3.9,,,ACTIVE,H Moon Hydro,grouped,0
the-bucket-basket,The Bucket Basket,,,hmh00832,,5.1,,,ACTIVE,H Moon Hydro,grouped,0
the-bucket-basket,The Bucket Basket,,,hmh00833,,7.95,,,ACTIVE,H Moon Hydro,grouped,0
the-bucket-basket,The Bucket Basket,,,hmh00834,,0.33,,,ACTIVE,H Moon Hydro,grouped,0
the-bucket-basket,The Bucket Basket,,,hmh00835,,1.0,,,ACTIVE,H Moon Hydro,grouped,0
the-bucket-basket,The Bucket Basket,,,hmh00836,,1.5,,,ACTIVE,H Moon Hydro,grouped,0
the-bucket-basket,The Bucket Basket,,,hmh00837,,15.9,,,ACTIVE,H Moon Hydro,grouped,0
the-bucket-basket,The Bucket Basket,,,hmh00838,,4.5,,,ACTIVE,H Moon Hydro,grouped,0
the-bucket-basket,The Bucket Basket,,,hmh00839,,4.0,,,ACTIVE,H Moon Hydro,grouped,0
netpots,Netpots,,,hmh01322,,1.5,2.33,,ACTIVE,H Moon Hydro,grouped,0
netpots,Netpots,,,hmh01323,,1.0,,,ACTIVE,H Moon Hydro,grouped,0
netpots,Netpots,,,hmh00842,,56.0,,,ACTIVE,H Moon Hydro,grouped,0
netpots,Netpots,,,hmh00843,,97.0,,,ACTIVE,H Moon Hydro,grouped,0
site-plugs,Site Plugs,,,hmh00844,,10.6,,,ACTIVE,H Moon Hydro,grouped,0
site-plugs,Site Plugs,,,hmh00846,,21.3,,,ACTIVE,H Moon Hydro,grouped,0
site-plugs,Site Plugs,,,hmh00847,,31.9,,,ACTIVE,H Moon Hydro,grouped,0
snapture-snapstand,Snapture SnapStand,,,hmh00849,,3.79,,,ACTIVE,H Moon Hydro,grouped,0
snapture-snapstand,Snapture SnapStand,,,hmh00848,,4.79,,,ACTIVE,H Moon Hydro,grouped,0
snapture-snapstand,Snapture SnapStand,,,hmh00850,,4.79,,,ACTIVE,H Moon Hydro,grouped,0
mechanical-timers,Mechanical Timers,,,hmh01321,,10.99,,,ACTIVE,H Moon Hydro,grouped,0
cst-1p-timer-frequency-duration,CST-1(P) Timer / frequency & duration,,,hmh00930,,220.0,275.0,,ACTIVE,H Moon Hydro,grouped,0
cst-1p-timer-frequency-duration,CST-1(P) Timer / frequency & duration,,,hmh00931,,305.0,,,ACTIVE,H Moon Hydro,grouped,0
24-dt-1-24-hour-clock-timer,24-DT-1 -- 24 Hour Clock Timer,,,hmh00933,,184.0,230.0,,ACTIVE,H Moon Hydro,grouped,0
24-dt-1-24-hour-clock-timer,24-DT-1 -- 24 Hour Clock Timer,,,hmh00932,,255.0,,,ACTIVE,H Moon Hydro,grouped,0
lt4-4-light-timer-120-or-240-v,LT4 - 4 Light Timer (120 or 240 V),,,hmh00934,,335.0,,,ACTIVE,H Moon Hydro,grouped,0
lt4-4-light-timer-120-or-240-v,LT4 - 4 Light Timer (120 or 240 V),,,hmh00935,,400.0,,,ACTIVE,H Moon Hydro,grouped,0
lt4-4-light-timer-120-or-240-v,LT4 - 4 Light Timer (120 or 240 V),,,hmh00936,,335.0,,,ACTIVE,H Moon Hydro,grouped,0
lt4-4-light-timer-120-or-240-v,LT4 - 4 Light Timer (120 or 240 V),,,hmh00937,,400.0,,,ACTIVE,H Moon Hydro,grouped,0
ls-series-light-and-high-load-switcher,LS Series Light and High Load Switcher,,,hmh00938,,145.0,,,ACTIVE,H Moon Hydro,grouped,0
vortex-powerfans-bundle,Vortex Powerfans,,,hmh00774,,168.95,,,ACTIVE,H Moon Hydro,grouped,0
vortex-powerfans-bundle,Vortex Powerfans,,,hmh00775,,215.95,,,ACTIVE,H Moon Hydro,grouped,0
vortex-powerfans-bundle,Vortex Powerfans,,,hmh00776,,270.95,,,ACTIVE,H Moon Hydro,grouped,0
vortex-powerfans-bundle,Vortex Powerfans,,,hmh00777,,412.95,,,ACTIVE,H Moon Hydro,grouped,0
vortex-powerfans-bundle,Vortex Powerfans,,,hmh00778,,799.0,,,ACTIVE,H Moon Hydro,grouped,0
backdraft-dampers,Backdraft Dampers,,,hmh00783,,27.95,,,ACTIVE,H Moon Hydro,grouped,0
backdraft-dampers,Backdraft Dampers,,,hmh00784,,36.95,,,ACTIVE,H Moon Hydro,grouped,0
backdraft-dampers,Backdraft Dampers,,,hmh00785,,46.5,,,ACTIVE,H Moon Hydro,grouped,0
backdraft-dampers,Backdraft Dampers,,,hmh00786,,56.95,,,ACTIVE,H Moon Hydro,grouped,0
thermostatically-controlled-centrifugal-fans,Thermostatically Controlled Centrifugal Fans,,,hmh00787,,299.0,,,ACTIVE,H Moon Hydro,grouped,0
thermostatically-controlled-centrifugal-fans,Thermostatically Controlled Centrifugal Fans,,,hmh00788,,299.99,,,ACTIVE,H Moon Hydro,grouped,0
thermostatically-controlled-centrifugal-fans,Thermostatically Controlled Centrifugal Fans,,,hmh00789,,359.99,,,ACTIVE,H Moon Hydro,grouped,0
thermostatically-controlled-centrifugal-fans,Thermostatically Controlled Centrifugal Fans,,,hmh00790,,359.99,,,ACTIVE,H Moon Hydro,grouped,0
original-can-fans,Original Can Fans,,,hmh00791,,175.95,,,ACTIVE,H Moon Hydro,grouped,0
original-can-fans,Original Can Fans,,,hmh00792,,186.66,,,ACTIVE,H Moon Hydro,grouped,0
original-can-fans,Original Can Fans,,,hmh00793,,199.99,,,ACTIVE,H Moon Hydro,grouped,0
original-can-fans,Original Can Fans,,,hmh00794,,226.66,,,ACTIVE,H Moon Hydro,grouped,0
original-can-fans,Original Can Fans,,,hmh00795,,264.43,,,ACTIVE,H Moon Hydro,grouped,0
original-can-fans,Original Can Fans,,,hmh00796,,306.65,,,ACTIVE,H Moon Hydro,grouped,0
original-can-fans,Original Can Fans,,,hmh00797,,433.31,,,ACTIVE,H Moon Hydro,grouped,0
can-filters,Can Filters,,,hmh00705,,124.44,,,ACTIVE,H Moon Hydro,grouped,0
can-filters,Can Filters,,,hmh00706,,140.0,294.99,,ACTIVE,H Moon Hydro,grouped,0
can-filters,Can Filters,,,hmh00707,,193.32,,,ACTIVE,H Moon Hydro,grouped,0
can-filters,Can Filters,,,hmh00708,,248.88,,,ACTIVE,H Moon Hydro,grouped,0
can-filters,Can Filters,,,hmh00709,,200.0,468.0,,ACTIVE,H Moon Hydro,grouped,0
can-filters,Can Filters,,,hmh00710,,598.0,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-pre-filters,Can Filter Pre-Filters,,,hmh00713,,7.78,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-pre-filters,Can Filter Pre-Filters,,,hmh00716,,6.67,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-pre-filters,Can Filter Pre-Filters,,,hmh00717,,12.22,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-pre-filters,Can Filter Pre-Filters,,,hmh00718,,12.22,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-pre-filters,Can Filter Pre-Filters,,,hmh00719,,13.33,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-pre-filters,Can Filter Pre-Filters,,,hmh00720,,15.55,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-pre-filters,Can Filter Pre-Filters,,,hmh00721,,21.11,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-pre-filters,Can Filter Pre-Filters,,,hmh00722,,23.33,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-flanges,Can Filter Flanges,,,hmh00724,,24.99,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-flanges,Can Filter Flanges,,,hmh00726,,16.67,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-flanges,Can Filter Flanges,,,hmh00727,,21.11,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-flanges,Can Filter Flanges,,,hmh00728,,29.0,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-flanges,Can Filter Flanges,,,hmh00729,,38.33,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-flanges,Can Filter Flanges,,,hmh00730,,41.66,,,ACTIVE,H Moon Hydro,grouped,0
can-filter-flanges,Can Filter Flanges,,,hmh00731,,45.0,,,ACTIVE,H Moon Hydro,grouped,0
ducting,Ducting,,,hmh00798,,19.95,,,ACTIVE,H Moon Hydro,grouped,0
ducting,Ducting,,,hmh00799,,24.95,,,ACTIVE,H Moon Hydro,grouped,0
ducting,Ducting,,,hmh00800,,31.95,,,ACTIVE,H Moon Hydro,grouped,0
ducting,Ducting,,,hmh00801,,36.95,,,ACTIVE,H Moon Hydro,grouped,0
ducting,Ducting,,,hmh00802,,46.95,,,ACTIVE,H Moon Hydro,grouped,0
ducting,Ducting,,,hmh01329,,66.68,,,ACTIVE,H Moon Hydro,grouped,0
ducting,Ducting,,,hmh01330,,88.9,,,ACTIVE,H Moon Hydro,grouped,0
ducting,Ducting,,,hmh01331,,111.14,,,ACTIVE,H Moon Hydro,grouped,0
ducting,Ducting,,,hmh00803,,1.6,,,ACTIVE,H Moon Hydro,grouped,0
ducting,Ducting,,,hmh00804,,1.9,,,ACTIVE,H Moon Hydro,grouped,0
ducting,Ducting,,,hmh00805,,4.0,,,ACTIVE,H Moon Hydro,grouped,0
ducting,Ducting,,,hmh01326,,2.8,,,ACTIVE,H Moon Hydro,grouped,0
ducting,Ducting,,,hmh01327,,4.0,,,ACTIVE,H Moon Hydro,grouped,0
max-fan,Max-Fan,,,hmh00806,,115.0,286.65,,ACTIVE,H Moon Hydro,grouped,0
max-fan,Max-Fan,,,hmh00807,,199.0,433.31,,ACTIVE,H Moon Hydro,grouped,0
max-fan,Max-Fan,,,hmh00808,,299.0,526.64,,ACTIVE,H Moon Hydro,grouped,0
max-fan,Max-Fan,,,hmh00809,,398.0,764.41,,ACTIVE,H Moon Hydro,grouped,0
max-fan,Max-Fan,,,hmh00810,,499.0,1466.59,,ACTIVE,H Moon Hydro,grouped,0
max-fan,Max-Fan,,,hmh01325,,800.0,1566.59,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00733,,206.95,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00734,,199.95,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00735,,249.95,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00736,,283.95,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00737,,326.95,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00739,,51.95,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00740,,26.58,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00741,,26.58,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00742,,28.8,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00743,,28.8,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00744,,8.11,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00745,,9.56,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00746,,9.56,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00747,,12.56,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00748,,14.33,,,ACTIVE,H Moon Hydro,grouped,0
profilter-reversible-carbon-filters,PROfilter reversible carbon filters,,,hmh00749,,19.78,,,ACTIVE,H Moon Hydro,grouped,0
38-special-by-can-filters,38-Special by Can-Filters,,,hmh00690,,150.0,294.0,,ACTIVE,H Moon Hydro,grouped,0
38-special-by-can-filters,38-Special by Can-Filters,,,hmh00691,,204.43,,,ACTIVE,H Moon Hydro,grouped,0
38-special-by-can-filters,38-Special by Can-Filters,,,hmh00692,,250.0,486.0,,ACTIVE,H Moon Hydro,grouped,0
the-rack-collapsible-drying-system,The Rack - Collapsible Drying System,,,hmh00818,,29.95,39.95,,ACTIVE,H Moon Hydro,grouped,0
the-rack-collapsible-drying-system,The Rack - Collapsible Drying System,,,hmh00819,,19.95,,,ACTIVE,H Moon Hydro,grouped,0
the-trimpro-bundle,The TRIMPRO,,,hmh00752,691111064563045.0,173.02,,115.0,ACTIVE,H Moon Hydro,grouped,0
the-trimpro-bundle,The TRIMPRO,,,hmh00753,,260.0,,,ACTIVE,H Moon Hydro,grouped,0
the-trimpro-workstation,The TRIMPRO WORKSTATION,,,hmh00755,,439.0,,,ACTIVE,H Moon Hydro,grouped,0
trimpro-rotor-bundle,TRIMPRO ROTOR,,,hmh00765,6911111106346.0,1905.15,,1299.0,ACTIVE,H Moon Hydro,grouped,0
trimpro-rotor-bundle,TRIMPRO ROTOR,,,hmh00766,69111111654564.0,1754.61,,1225.0,ACTIVE,H Moon Hydro,grouped,3
trimpro-rotor-bundle,TRIMPRO ROTOR,,,hmh00768,,17.0,,,ACTIVE,H Moon Hydro,grouped,0
trimpro-rotor-bundle,TRIMPRO ROTOR,,,hmh00769,,395.0,,,ACTIVE,H Moon Hydro,grouped,0
rare-earth,Rare Earth,,,hmh00687,,8.24,,,ACTIVE,H Moon Hydro,grouped,0
rare-earth,Rare Earth,,,hmh00689,,47.0,,,ACTIVE,H Moon Hydro,grouped,0
can-lite-filters,Can-Lite Filters,,,hmh01240,,390.0,,,ACTIVE,H Moon Hydro,grouped,0
b-52-vitamin,B-52 Vitamin,,,hmh01021,,44.6,,,ACTIVE,H Moon Hydro,grouped,0
b-52-vitamin,B-52 Vitamin,,,hmh01022,,136.76,,,ACTIVE,H Moon Hydro,grouped,0
b-52-vitamin,B-52 Vitamin,,,hmh01023,,330.0,,,ACTIVE,H Moon Hydro,grouped,0
big-bud-bloom-booster,Big Bud Bloom Booster,,,hmh01024,,26.76,,,ACTIVE,H Moon Hydro,grouped,0
big-bud-bloom-booster,Big Bud Bloom Booster,,,hmh01025,,98.12,,,ACTIVE,H Moon Hydro,grouped,0
big-bud-bloom-booster,Big Bud Bloom Booster,,,hmh01026,,45.62,,,ACTIVE,H Moon Hydro,grouped,0
big-bud-bloom-booster,Big Bud Bloom Booster,,,hmh01027,,136.76,,,ACTIVE,H Moon Hydro,grouped,0
big-bud-bloom-booster,Big Bud Bloom Booster,,,hmh01028,,330.0,,,ACTIVE,H Moon Hydro,grouped,0
bud-blood-bloom-stimulator,Bud Blood Bloom Stimulator,,,hmh01029,,23.78,,,ACTIVE,H Moon Hydro,grouped,0
bud-blood-bloom-stimulator,Bud Blood Bloom Stimulator,,,hmh01030,,166.5,,,ACTIVE,H Moon Hydro,grouped,0
bud-candy,Bud Candy,,,hmh01031,,29.9,,,ACTIVE,H Moon Hydro,grouped,0
bud-candy,Bud Candy,,,hmh01032,,76.2,,,ACTIVE,H Moon Hydro,grouped,0
bud-candy,Bud Candy,,,hmh01033,,169.98,,,ACTIVE,H Moon Hydro,grouped,0
carboload,CarboLoad,,,hmh01036,,23.78,,,ACTIVE,H Moon Hydro,grouped,0
carboload,CarboLoad,,,hmh01037,,65.42,,,ACTIVE,H Moon Hydro,grouped,0
final-phase,Final Phase,,,hmh01038,,20.8,,,ACTIVE,H Moon Hydro,grouped,0
final-phase,Final Phase,,,hmh01039,,50.54,,,ACTIVE,H Moon Hydro,grouped,0
mother-earth-organic-super-tea,Mother Earth Organic Super Tea,,,hmh01040,,23.78,,,ACTIVE,H Moon Hydro,grouped,0
mother-earth-organic-super-tea,Mother Earth Organic Super Tea,,,hmh01041,,56.5,,,ACTIVE,H Moon Hydro,grouped,0
mother-earth-organic-super-tea,Mother Earth Organic Super Tea,,,hmh01042,,23.78,,,ACTIVE,H Moon Hydro,grouped,0
mother-earth-organic-super-tea,Mother Earth Organic Super Tea,,,hmh01043,,56.5,,,ACTIVE,H Moon Hydro,grouped,0
nirvana,Nirvana,,,hmh01044,,25.0,,,ACTIVE,H Moon Hydro,grouped,0
nirvana,Nirvana,,,hmh01045,,80.0,,,ACTIVE,H Moon Hydro,grouped,0
overdrive,Overdrive,,,hmh01046,,38.66,,,ACTIVE,H Moon Hydro,grouped,0
